209
         1795833 function calls (1789738 primitive calls) in 5.394 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      195    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
       27    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       29    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      195    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
      298    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        6    0.000    0.000    0.000    0.000 re.py:180(search)
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 tokenize.py:443(open)
      250    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
      309    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       15    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        4    0.000    0.000    0.000    0.000 re.py:185(sub)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      410    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       18    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.000    0.000 coords.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1304(ConverterMapping)
      128    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
      130    0.000    0.000    0.000    0.000 _make.py:711(_add_method_dunders)
        1    0.000    0.000    0.000    0.000 representer.py:2(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
       28    0.000    0.000    0.000    0.000 _make.py:70(attrib)
      354    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      222    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
      112    0.000    0.000    0.000    0.000 _make.py:706(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       62    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      462    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       97    0.000    0.000    0.000    0.000 types.py:164(__get__)
      831    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       39    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
      109    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
       46    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
      516    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
       78    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       98    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
    36/18    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
       15    0.000    0.000    0.000    0.000 _make.py:562(<dictcomp>)
       28    0.000    0.000    0.000    0.000 _make.py:1775(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:6(ColorInterp)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
    36/18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
        1    0.000    0.000    0.000    0.000 {method 'set_search_paths' of 'pyproj._datadir.ContextManager' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 profiles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
       13    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
       46    0.000    0.000    0.000    0.000 _make.py:1700(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       14    0.000    0.000    0.000    0.000 posixpath.py:75(join)
      162    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
       62    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
      124    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      223    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        2    0.000    0.000    0.000    0.000 env.py:516(require_gdal_version)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
       21    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:116(Affine)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 enums.py:28(Resampling)
      414    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       28    0.000    0.000    0.000    0.000 _make.py:1904(__init__)
        1    0.000    0.000    0.000    0.000 datadir.py:42(get_data_dir)
       62    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:627(Repository)
        1    0.000    0.000    0.000    0.000 enums.py:57(Compression)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x119ed9a70}
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
      309    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
       10    0.000    0.000    0.000    0.000 env.py:388(ensure_env)
       44    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
      107    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        6    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
        1    0.000    0.000    0.000    0.000 osr.py:632(SpatialReference)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 core.py:1793(Argument)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
       44    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        6    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 io.py:2(<module>)
        5    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       18    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      146    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
       44    0.000    0.000    0.000    0.000 _make.py:347(<genexpr>)
       11    0.000    0.000    0.000    0.000 _make.py:1017(append_hash_computation_lines)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1186(__init__)
       44    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       18    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       45    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 enums.py:87(PhotometricInterp)
        1    0.000    0.000    0.000    0.000 pasturestats.py:187(<dictcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
       99    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       47    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        9    0.000    0.000    0.000    0.000 _make.py:653(add_repr)
        1    0.000    0.000    0.000    0.000 types.py:129(Choice)
       64    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       18    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
       19    0.000    0.000    0.000    0.000 os.py:751(encode)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       33    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
      250    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 enums.py:27(WktVersion)
      173    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       18    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
      128    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      250    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 sysconfig.py:44(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:61(_python_build)
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       22    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
      107    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      309    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        1    0.000    0.000    0.000    0.000 termui.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        3    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        4    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
       42    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
       10    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       91    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
       22    0.000    0.000    0.000    0.000 _make.py:1473(fmt_setter)
       98    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6825(<genexpr>)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       33    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       16    0.000    0.000    0.000    0.000 _make.py:276(_get_annotations)
       41    0.000    0.000    0.000    0.000 _make.py:1286(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:1837(<listcomp>)
        1    0.000    0.000    0.000    0.000 logutils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       61    0.000    0.000    0.000    0.000 enum.py:628(value)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       13    0.000    0.000    0.000    0.000 _internal.py:886(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
       11    0.000    0.000    0.000    0.000 _make.py:1211(_make_repr)
        1    0.000    0.000    0.000    0.000 _compat.py:136(make_set_closure_cell)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 windows.py:479(Window)
       29    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      127    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        5    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 enums.py:80(MaskFlags)
        1    0.000    0.000    0.000    0.000 warp.py:22(<listcomp>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        5    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       67    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      366    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 enums.py:57(TransformDirection)
        1    0.000    0.000    0.000    0.000 enums.py:74(Interleaving)
        1    0.000    0.000    0.000    0.000 env.py:511(at_least)
       91    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        6    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
       49    0.000    0.000    0.000    0.000 six.py:184(find_module)
        4    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        1    0.000    0.000    0.000    0.000 warp.py:23(<listcomp>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:1856(_CountingAttr)
        1    0.000    0.000    0.000    0.000 dtypes.py:11(<module>)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        8    0.000    0.000    0.000    0.000 validators.py:35(__repr__)
        1    0.000    0.000    0.000    0.000 validators.py:246(_DeepMapping)
        1    0.000    0.000    0.000    0.000 enums.py:46(ProjVersion)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       41    0.000    0.000    0.000    0.000 _make.py:1408(<genexpr>)
        1    0.000    0.000    0.000    0.000 path.py:35(ParsedPath)
        3    0.000    0.000    0.000    0.000 windows.py:112(iter_args)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_LAMBERT_CONFORMAL_CONIC_2SP_swigconstant}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 env.py:372(ensure_env_with_credentials)
        1    0.000    0.000    0.000    0.000 env.py:450(GDALVersion)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
      102    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
       25    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        6    0.000    0.000    0.000    0.000 _make.py:1133(attrs_to_tuple)
        1    0.000    0.000    0.000    0.000 datadir.py:64(valid_data_dir)
        1    0.000    0.000    0.000    0.000 enums.py:97(MergeAlg)
        1    0.000    0.000    0.000    0.000 control.py:1(<module>)
      146    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       21    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 vfs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        1    0.000    0.000    0.000    0.000 env.py:200(credentialize)
       37    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
       27    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 __init__.py:374(__getattr__)
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
       15    0.000    0.000    0.000    0.000 _compat.py:120(iteritems)
        1    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       27    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       83    0.000    0.000    0.000    0.000 _make.py:60(__repr__)
        6    0.000    0.000    0.000    0.000 _make.py:993(_attrs_to_tuple)
        6    0.000    0.000    0.000    0.000 validators.py:108(__repr__)
        1    0.000    0.000    0.000    0.000 validators.py:199(_DeepIterable)
        1    0.000    0.000    0.000    0.000 env.py:410(GDALVersion)
        1    0.000    0.000    0.000    0.000 cf1x8.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:133(Context)
        6    0.000    0.000    0.000    0.000 <attrs generated init e2c63215a7c5ee14c6a3f693fee8008367d41ac2>:1(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _gdal.VersionInfo}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       71    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
