209
         1795833 function calls (1789738 primitive calls) in 5.394 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 helper.py:232(_FFTCache)
        1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:820(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3365(shape)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 utils.py:1973(suppress_warnings)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 _make.py:55(__new__)
        1    0.000    0.000    0.000    0.000 _make.py:438(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 _compat.py:123(metadata_proxy)
        1    0.000    0.000    0.000    0.000 _compat.py:127(import_ctypes)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 :1(FactoryAttributes)
        1    0.000    0.000    0.000    0.000 :1(_AndValidatorAttributes)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
       15    0.000    0.000    0.000    0.000 validators.py:182(__repr__)
        4    0.000    0.000    0.000    0.000 <attrs generated init b9b268420a0b58f8553085e39bd4957d7a53a5cd>:1(__init__)
        2    0.000    0.000    0.000    0.000 <attrs generated init fb4841184fb26533fbf9786763245f58510a261d>:1(__init__)
        1    0.000    0.000    0.000    0.000 :1(_DeepIterableAttributes)
        1    0.000    0.000    0.000    0.000 :1(UnparsedPathAttributes)
        1    0.000    0.000    0.000    0.000 session.py:7(Session)
        1    0.000    0.000    0.000    0.000 session.py:190(GSSession)
        1    0.000    0.000    0.000    0.000 :1(GDALVersionAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:368(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:374(YAMLObject)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        5    0.000    0.000    0.000    0.000 constructor.py:157(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:473(FullConstructor)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(ProjError)
        1    0.000    0.000    0.000    0.000 proj.py:51(Proj)
        1    0.000    0.000    0.000    0.000 transformer.py:44(TransformerGroup)
        1    0.000    0.000    0.000    0.000 configparser.py:1189(ConfigParser)
        1    0.000    0.000    0.000    0.000 control.py:6(GroundControlPoint)
        1    0.000    0.000    0.000    0.000 errors.py:28(FileOverwriteError)
        1    0.000    0.000    0.000    0.000 core.py:576(BaseCommand)
        1    0.000    0.000    0.000    0.000 core.py:1205(Group)
        1    0.000    0.000    0.000    0.000 core.py:1500(Option)
        1    0.000    0.000    0.000    0.000 types.py:377(File)
        1    0.000    0.000    0.000    0.000 types.py:458(Path)
        1    0.000    0.000    0.000    0.000 types.py:563(Tuple)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ClickException)
        1    0.000    0.000    0.000    0.000 utils.py:70(LazyFile)
        1    0.000    0.000    0.000    0.000 parser.py:116(Option)
        1    0.000    0.000    0.000    0.000 parser.py:164(Argument)
        1    0.000    0.000    0.000    0.000 parser.py:192(OptionParser)
        1    0.000    0.000    0.000    0.000 session.py:125(DummySession)
        1    0.000    0.000    0.000    0.000 session.py:168(AWSSession)
        1    0.000    0.000    0.000    0.000 session.py:267(OSSSession)
        1    0.000    0.000    0.000    0.000 session.py:323(GSSession)
        1    0.000    0.000    0.000    0.000 path.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 path.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:174(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:307(to_gdal)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_AZIMUTHAL_EQUIDISTANT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_CASSINI_SOLDNER_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_CYLINDRICAL_EQUAL_AREA_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ECKERT_I_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ECKERT_III_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ECKERT_IV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ECKERT_V_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ECKERT_VI_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_EQUIDISTANT_CONIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_EQUIRECTANGULAR_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_GALL_STEREOGRAPHIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_GAUSSSCHREIBERTMERCATOR_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_GOODE_HOMOLOSINE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_GNOMONIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_HOTINE_OBLIQUE_MERCATOR_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_LAMBERT_CONFORMAL_CONIC_2SP_BELGIUM_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_LAMBERT_AZIMUTHAL_EQUAL_AREA_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_MERCATOR_1SP_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_MERCATOR_AUXILIARY_SPHERE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_MILLER_CYLINDRICAL_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_NEW_ZEALAND_MAP_GRID_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_POLAR_STEREOGRAPHIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_POLYCONIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_ROBINSON_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_SINUSOIDAL_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_STEREOGRAPHIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_TRANSVERSE_MERCATOR_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_TRANSVERSE_MERCATOR_MI_21_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_TUNISIA_MINING_GRID_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_TWO_POINT_EQUIDISTANT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_WAGNER_III_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_QSC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_AITOFF_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_CRASTER_PARABOLIC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PT_SCH_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_ORIGIN_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LATITUDE_OF_ORIGIN_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_FALSE_NORTHING_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_POINT_1_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LATITUDE_OF_POINT_1_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LATITUDE_OF_POINT_3_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_RECTIFIED_GRID_ANGLE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LANDSAT_NUMBER_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_SATELLITE_HEIGHT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_FIPSZONE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LATITUDE_OF_1ST_POINT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_1ST_POINT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LATITUDE_OF_2ND_POINT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_LONGITUDE_OF_2ND_POINT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_PEG_POINT_LONGITUDE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PP_PEG_POINT_HEIGHT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_FOOT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_FOOT_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_FOOT_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_NAUTICAL_MILE_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_LINK_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_ROD_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_LINK_Clarke_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_KILOMETER_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_DECIMETER_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_CENTIMETER_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_MILLIMETER_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_NAUT_MILE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_INCH_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_FOOT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_FOOT_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_STAT_MILE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_FATHOM_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INTL_LINK_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_INCH_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_YARD_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_CHAIN_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_US_STAT_MILE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INDIAN_CHAIN_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UL_INDIAN_CHAIN_CONV_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_UA_DEGREE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_PM_GREENWICH_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_DN_WGS84_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _osr.SRS_WGS84_SEMIMAJOR_swigconstant}
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 py3k.py:104(contextlib_nullcontext)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:464(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:511(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:980(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1477(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1484(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 numeric.py:2653(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_unsafe_first_element_pointer)
        1    0.000    0.000    0.000    0.000 _internal.py:799(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:803(AxisError)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:387(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:975(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1148(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1158(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1194(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:256(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:552(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:726(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:682(IndexExpression)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 _datasource.py:166(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:142(_FileOpeners)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1154(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1203(_DummyThread)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 core.py:859(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:875(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        2    0.000    0.000    0.000    0.000 __init__.py:2070(createLock)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 collection.py:515(BytesCollection)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 vfs.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 vfs.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:48(GeometryTypeValidationError)
        1    0.000    0.000    0.000    0.000 errors.py:52(TransactionError)
        1    0.000    0.000    0.000    0.000 errors.py:56(EnvError)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 rfc3339.py:15(FionaDateType)
        1    0.000    0.000    0.000    0.000 rfc3339.py:30(group_accessor)
        1    0.000    0.000    0.000    0.000 path.py:24(<listcomp>)
        1    0.000    0.000    0.000    0.000 path.py:27(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:46(_Nothing)
        1    0.000    0.000    0.000    0.000 _make.py:1852(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:398(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:52(PythonTooOldError)
